,Holder_ID,Age,Holder_Sex,District,City_Code,Race1,Race1_Hybrid,Race2,Race2_Hybrid,Race,Dog_Birth_Year,Dog_sex,Dog_Color
3795,122315,41-50,m,2,23,Golden Retriever,,,,I,2014,w,golden
3796,122356,31-40,w,9,92,Yorkshire Terrier,,,,K,2014,w,black/tan
3797,122367,21-30,w,9,92,Boxer,,Portugiesicher Vorstehhund,,I,2014,w,hellbraun
3798,122378,61-70,w,2,21,Portugiesischer Wasserhund,,,,I,2014,m,braun
3799,122385,21-30,w,11,111,Labrador Retriever,,,,I,2012,m,blondfarben
3800,122387,51-60,w,3,33,Zwergdackel,,,,K,2014,m,schwarz/rot
3801,122389,41-50,m,2,21,American Cocker Spaniel,,Zwergpudel,,K,2014,m,apricot
3802,122409,51-60,m,2,24,Finnischer Lapphund,,,,I,2014,w,schwarz/beige
3803,122416,41-50,w,11,115,Französische Bulldogge,,,,K,2014,w,braun
3804,122450,61-70,w,3,34,Malteser,,,,K,2014,m,weiss
3805,122464,41-50,m,2,23,Mischling klein,,,,K,2012,w,schwarz
3806,122464,41-50,m,2,23,Mischling gross,,,,I,2012,w,weiss
3807,122473,41-50,m,4,44,Malteser,,,,K,2019,m,weiss
3808,122482,51-60,w,7,71,Rhodesian Ridgeback,,,,I,2016,w,red-wheaten
3809,122497,31-40,w,2,24,Terrier,Mischling,,,K,2010,m,tricolor
3810,122512,41-50,w,2,24,Irish Terrier,,,,I,2014,w,rot
3811,122512,41-50,w,2,24,Irish Terrier,,,,I,2014,w,rot/beige
3812,122515,51-60,w,6,61,Australian Shepherd,,Pudel,,I,2009,w,braun
3813,122521,31-40,w,9,92,Shar Pei,,,,I,2014,m,braun
3814,122524,31-40,w,11,119,Biewer Yorkshire Terrier,,,,K,2013,m,tricolor
3815,122527,21-30,w,10,101,Mischling klein,,,,K,2013,w,rot
3816,122530,51-60,m,8,83,Boston Terrier,,,,K,2016,m,schwarz/weiss
3817,122541,31-40,m,9,92,Englische Bulldogge,,,,I,2012,m,weiss/braun
3818,122565,41-50,m,11,119,Yorkshire Terrier,,,,K,2014,m,blue/tan
3819,122610,41-50,m,6,61,Miniature Bull Terrier,,,,K,2016,w,schwarz/weiss
3820,122610,41-50,m,6,61,Yorkshire Terrier,,,,K,2012,m,schwarz/braun/beige
3821,122624,71-80,m,6,61,Mischling klein,,,,K,2014,w,schwarz/weiss
3822,122627,31-40,w,7,73,Chihuahua,,,,K,2013,w,weiss
3823,122630,41-50,w,6,61,Golden Retriever,,,,I,2014,w,golden
3824,122648,31-40,w,7,71,Pekingese,,,,K,2012,w,rot/weiss
3825,122650,31-40,w,11,115,Shiba Inu,,,,K,2014,w,schwarz
3826,122680,51-60,w,2,24,Labrador Retriever,,Zwergpudel,,I,2011,w,braun
3827,122688,31-40,m,9,92,Berner Sennenhund,,,,I,2011,m,rotbraun/weiss
3828,122694,51-60,w,9,92,Zwergspitz,,Pomeranian,,K,2011,w,beige
3829,122699,61-70,w,12,123,Mischling klein,,,,K,2012,w,weiss/beige
3830,122704,41-50,m,11,119,Yorkshire Terrier,,,,K,2011,m,black/tan
3831,122706,21-30,w,12,123,Chihuahua,,,,K,2012,m,tricolor
3832,122713,41-50,w,11,111,Jack Russel Terrier,,,,K,2014,w,tricolor
3833,122714,31-40,m,11,119,Toypudel,,,,K,2012,w,schwarz
3834,122715,51-60,w,2,23,Beagle,,,,K,2011,m,tricolor
3835,122716,61-70,w,11,119,Basenji,,,,K,2013,m,brindle
3836,122717,31-40,w,7,73,Jack Russel Terrier,,,,K,2011,w,tricolor
3837,122719,41-50,m,3,31,Mischling gross,,,,I,2014,w,schwarz
3838,122720,31-40,w,4,44,Schäfer,Mischling,,,I,2010,m,hellbraun
3839,122720,31-40,w,4,44,Mischling gross,,,,I,2011,m,schwarz/braun/grau
3840,122723,41-50,w,11,111,Labrador Retriever,,,,I,2012,w,schwarz
3841,122745,31-40,w,9,91,Malteser,,,,K,2010,m,weiss
3842,122755,51-60,m,6,61,Chihuahua,,Zwergpinscher,,K,2012,m,schwarz
3843,122760,21-30,w,9,91,Yorkshire Terrier,,,,K,2012,m,black/tan
3844,122771,51-60,w,1,11,Zwergrauhaardackel,,,,K,2012,w,schwarz
3845,122784,51-60,m,9,92,Shih Tzu,,,,K,2013,m,tricolor
3846,122785,71-80,w,10,101,Shih Tzu,,,,K,2013,m,creme
3847,122790,71-80,w,8,82,Mischling klein,,,,K,2008,m,schwarz
3848,122790,71-80,w,8,82,Chihuahua,,,,K,2013,w,beige
3849,122791,51-60,w,12,122,Bolonka Zwetna,,,,K,2012,w,zobel
3850,122797,51-60,w,2,24,Papillon,,,,K,2012,m,schwarz/weiss
3851,122804,51-60,m,12,122,Zwergpinscher,,Rehpinscher,,K,2012,w,schwarz/braun
3852,122815,41-50,w,8,83,Australian Shepherd,,,,I,2012,w,tricolor
3853,122830,31-40,w,4,44,Mops,,,,K,2012,m,beige
3854,122832,31-40,w,4,44,Continental Bulldog,,,,I,2014,m,rotbraun
3855,122838,61-70,w,6,61,Italienisches Windspiel,,,,K,2011,w,beige
3856,122841,71-80,w,1,11,Papillon,,,,K,2016,w,rot/weiss
3857,122859,41-50,w,6,61,Englische Bulldogge,,,,I,2012,m,braun/schwarz/weiss
3858,122863,61-70,w,10,102,Malteser,,,,K,2014,m,weiss
3859,122866,51-60,m,12,122,Lagotto Romagnolo,,,,I,2014,m,weiss/orange
3860,122868,31-40,w,11,115,English Cocker Spaniel,,,,K,2012,w,braun/weiss
3861,122873,31-40,w,9,92,Chihuahua,,,,K,2012,w,creme
3862,122877,41-50,w,7,74,Dachshund,,,,K,2014,w,saufarben
3863,122881,51-60,w,1,11,Mischling klein,Mischling,,,K,2010,w,braun/weiss
3864,122915,21-30,m,12,121,Pekingese,,,,K,2014,m,braun/schwarz
3865,122916,31-40,m,9,92,Jack Russel Terrier,,,,K,2012,w,tricolor
3866,122918,21-30,w,3,34,Französische Bulldogge,,,,K,2012,w,blau
3867,122926,51-60,w,7,73,Riesenschnauzer,,,,I,2012,w,schwarz
3868,122928,41-50,w,3,34,Malteser,,,,K,2012,m,weiss
3869,122929,51-60,w,11,111,Bichon,,,,K,2014,m,braun
3870,122930,31-40,m,11,115,Schäfer,,,,I,2013,w,weiss
3871,122935,31-40,m,2,21,Chihuahua,,,,K,2012,m,schwarz
3872,122935,31-40,m,2,21,Chihuahua,,,,K,2012,m,grau
3873,122939,51-60,m,3,34,Braque d'Auvergne,,,,I,2010,w,weiss/schwarz
3874,122947,31-40,w,11,115,Zwergschnauzer,,,,K,2014,w,schwarz
3875,122950,31-40,w,4,44,Dachshund,Mischling,,,K,2009,m,braun
3876,122951,41-50,w,11,115,Pinscher,,,,K,2014,m,schwarz/braun
3877,122952,31-40,w,4,41,Dobermann,,,,I,2011,w,schwarz/braun
3878,122953,51-60,w,8,83,Mischling klein,,,,K,2011,m,weiss
3879,122956,51-60,m,12,122,Pekingese,Mischling,,,K,2004,w,braun
3880,122956,51-60,m,12,122,Mischling klein,,,,K,2012,w,braun
3881,122960,41-50,w,9,91,Bolonka Zwetna,,,,K,2013,w,braun/weiss
3882,122967,31-40,w,9,92,Mops,,,,K,2010,m,beige/schwarz
3883,122969,51-60,w,8,83,Jack Russel Terrier,,,,K,2012,m,tricolor
3884,122970,31-40,w,3,34,Französische Bulldogge,,,,K,2014,m,schwarz gestromt
3885,122974,41-50,w,11,111,English Toy Terrier,,,,K,2012,m,black/tan
3886,122977,61-70,m,4,44,Pekingese,Mischling,,,K,2012,w,braun
3887,122986,21-30,w,9,92,Chihuahua,,,,K,2012,m,sable
3888,122992,21-30,w,11,119,Chihuahua,,,,K,2014,w,weiss
3889,122992,21-30,w,11,119,Mischling klein,,,,K,2016,m,grau
3890,123006,71-80,w,12,121,Pudel,,,,K,2014,m,hellfarben
3891,123009,31-40,w,9,92,Terrier,Mischling,,,K,2012,m,schwarz/weiss
3892,123010,61-70,w,11,119,Yorkshire Terrier,,,,K,2012,m,black/tan
3893,123012,41-50,w,7,74,Mischling gross,,,,I,2012,m,schwarz/braun/weiss
3894,123017,31-40,m,7,72,Bergamasker,,Collie,,I,2014,m,schwarz/grau
3895,123020,71-80,w,6,61,Toy Pudel,,,,K,2012,m,apricot
3896,123024,31-40,m,11,115,Französische Bulldogge,,,,K,2014,m,schwarz
3897,123027,71-80,w,6,63,Shih Tzu,,,,K,2012,m,weiss
3898,123034,31-40,w,11,119,Mischling klein,,,,K,2012,w,schwarz
3899,123040,31-40,w,2,24,Chihuahua,,,,K,2013,w,apricot
3900,123043,41-50,w,7,73,Zwergspitz,,,,K,2008,w,hellbraun
3901,123052,41-50,w,3,31,Yorkshire Terrier,,,,K,2016,m,black/tan
3902,123077,61-70,m,9,91,Yorkshire Terrier,,,,K,2011,m,beige/schwarz
3903,123101,31-40,w,11,119,Dachshund,,,,K,2012,w,schwarz/braun
3904,123103,51-60,w,3,31,Labrador Retriever,Mischling,,,I,2012,w,blondfarben
3905,123111,31-40,m,11,119,Yorkshire Terrier,,,,K,2018,w,blue/tan
3906,123116,31-40,w,7,72,Dachshund,,,,K,2014,w,rot/braun
3907,123116,31-40,w,7,72,Pyrenäenberghund,,,,I,2009,m,grau
3908,123126,41-50,w,6,61,Zwergpinscher,,,,K,2014,w,rot
3909,123129,31-40,m,3,34,Jack Russel Terrier,,,,K,2010,m,schwarz/weiss/braun
3910,123141,41-50,m,5,52,Zwergspitz,,,,K,2012,m,dunkelbraun
3911,123143,31-40,w,11,111,Cocker Spaniel,,,,K,2012,w,schwarz
3912,123148,61-70,w,7,72,Golden Retriever,,Pudel,,I,2011,w,weiss
3913,123188,61-70,m,2,24,Dachshund,,,,K,2012,m,saufarben
3914,123189,31-40,w,9,92,Chihuahua,,,,K,2011,w,braun
3915,123190,41-50,w,7,74,Zwergpinscher,,Rehpinscher,,K,2014,m,schwarz/braun
3916,123200,51-60,w,3,33,Mops,,,,K,2011,w,beige/schwarz
3917,123201,41-50,w,7,72,Mischling klein,,,,K,2013,m,braun/weiss
3918,123206,31-40,m,6,61,Französische Bulldogge,,,,K,2012,m,weiss/schwarz
3919,123209,31-40,w,4,44,Chihuahua,Mischling,,,K,2012,w,schwarz
3920,123218,31-40,w,2,21,Französische Bulldogge,,,,K,2014,w,beige/schwarz
3921,123221,71-80,w,9,92,Tibet Terrier,,Schnauzer,,I,2012,w,schwarz/grau
3922,123222,41-50,m,9,91,Pudel,,Deutsch Drahthaar,,I,2012,w,weiss/beige
3923,123223,51-60,w,2,24,Border Terrier,,,,K,2012,m,red grizzle
3924,123226,51-60,m,11,119,Labrador Retriever,,,,I,2013,w,blondfarben
3925,123236,51-60,w,7,72,Mischling gross,,,,I,2016,w,weiss/schwarz
3926,123237,21-30,w,7,74,Sheltie,,,,K,2014,m,blue/merle
3927,123242,41-50,w,1,11,Französische Bulldogge,,,,K,2014,m,schwarz
3928,123243,21-30,w,4,42,Barbet,,,,I,2014,m,schwarz
3929,123252,21-30,m,2,21,Bergamasker,,,,I,2011,m,schwarz/weiss
3930,123253,51-60,w,10,102,Welsh Corgi Pembroke,,,,K,2010,w,rot/weiss
3931,123288,21-30,m,11,115,Dobermann,,Jack Russel Terrier,,I,2012,w,schwarz/braun
3932,123292,21-30,w,12,123,Zwergpinscher,,,,K,2012,m,schwarz
3933,123295,31-40,w,11,119,Französische Bulldogge,,,,K,2012,w,schwarz/braun/rot
3934,123315,21-30,w,2,21,Französische Bulldogge,,,,K,2011,w,beige/schwarz
3935,123326,41-50,w,6,63,Parson Terrier,,,,K,2012,m,tricolor
3936,123329,51-60,w,11,111,Zwergpudel,,,,K,2009,m,apricot
3937,123342,51-60,w,7,74,Berner Sennenhund,,,,I,2012,m,tricolor
3938,123351,81-90,w,10,101,Französische Bulldogge,,,,K,2011,w,schwarz/weiss
3939,123402,31-40,w,2,21,Prager Rattler,,,,K,2014,m,schwarz/braun
3940,123407,31-40,w,7,74,Englische Bulldogge,,,,I,2013,m,braun/weiss
3941,123411,31-40,w,7,74,Sloughi,Mischling,,,I,2013,w,braun
3942,123439,21-30,w,12,122,Chihuahua,,,,K,2011,w,hellbraun
3943,123452,51-60,w,9,91,Mischling gross,,,,I,2014,w,hellbraun
3944,123455,41-50,w,7,71,Parson Jack Russell Terrier,,,,K,2011,m,weiss/schwarz
3945,123457,61-70,w,9,92,Shih Tzu,,,,K,2007,w,schwarz/weiss
3946,123470,41-50,w,4,44,Pinscher,,,,K,2011,w,schwarz/braun
3947,123471,41-50,w,12,121,Mischling klein,,,,K,2012,m,schwarz/braun
3948,123479,31-40,m,9,92,Border Collie,,Rhodesian Ridgeback,,I,2011,m,braun/weiss
3949,123484,61-70,m,12,123,Labrador Retriever,,,,I,2013,m,creme
3950,123487,31-40,w,8,82,Dachshund,,,,K,2018,m,rot
3951,123492,31-40,w,6,61,Deutscher Schäfer,,,,I,2018,w,grau
3952,123492,31-40,w,6,61,Chihuahua,,,,K,2006,w,schwarz/weiss
3953,123495,41-50,w,11,115,Chihuahua,,,,K,2011,m,weiss
3954,123501,51-60,m,12,121,American Cocker Spaniel,,,,K,2011,m,schwarz/weiss
3955,123508,41-50,w,3,31,Yorkshire Terrier,,Zwergdackel,,K,2014,m,schwarz/braun
3956,123511,31-40,w,5,51,Chihuahua,,,,K,2011,w,tricolor
3957,123518,51-60,w,2,21,Havaneser,,,,K,2014,w,golden
3958,123521,41-50,w,10,102,Mischling gross,,,,I,2011,w,schwarz/weiss
3959,123526,51-60,m,5,52,Zwergschnauzer,,,,K,2014,m,schwarz/silber
3960,123548,81-90,w,3,33,Deutscher Schäfer,,,,I,2007,w,schwarz/braun
3961,123559,71-80,m,2,24,Golden Retriever,,,,I,2014,w,golden
3962,123564,41-50,w,6,63,Malteser,,,,K,2014,m,weiss
3963,123588,71-80,w,11,119,Grosspudel,,,,I,2014,m,schwarz
3964,123590,51-60,m,9,92,Zwergpinscher,,,,K,2014,m,schwarz/braun
3965,123591,51-60,w,11,115,Islandhund,,,,K,2009,m,creme
3966,123594,21-30,w,11,111,Pinscher,,,,K,2014,w,schwarz/braun
3967,123597,21-30,w,4,42,Mops,,,,K,2012,m,beige
3968,123606,41-50,w,11,115,Bolonka Zwetna,,,,K,2014,m,schwarz/weiss
3969,123607,51-60,m,11,119,Labrador Retriever,,Schäfer,,I,2014,w,schwarz
3970,123616,41-50,w,7,72,Border Collie,,,,I,2015,m,schwarz/weiss
3971,123616,41-50,w,7,72,Border Collie,,,,I,2014,w,tricolor
3972,123617,51-60,m,8,83,Bayerischer Gebirgsschweisshund,,,,I,2014,w,rot/braun
3973,123619,71-80,w,11,115,Berner Sennenhund,,,,I,2014,m,tricolor
3974,123631,31-40,w,2,21,Podenco,Mischling,,,I,2012,w,beige
3975,123631,31-40,w,2,21,Spitz,,,,K,2016,m,schwarz/braun
3976,123636,31-40,m,3,33,Chihuahua,Mischling,,,K,2011,w,blondfarben
3977,123637,21-30,w,9,92,Mischling gross,,,,I,2012,m,braun
3978,123649,71-80,m,5,52,Mischling klein,,,,K,2015,m,schwarz/braun
3979,123680,41-50,w,4,44,Chihuahua,,Rehpinscher,,K,2012,m,hellbraun
3980,123682,61-70,w,11,111,Labrador Retriever,,,,I,2005,m,schwarz
3981,123688,51-60,w,6,61,Mischling gross,,,,I,2013,w,tricolor
3982,123697,51-60,w,12,122,Landseer,,,,I,2014,m,weiss/schwarz
3983,123699,61-70,m,7,74,Bolonka Zwetna,,,,K,2013,m,schwarz/beige
3984,123700,41-50,m,7,74,Japan Chin,,,,K,2011,m,schwarz/weiss
3985,123707,51-60,w,7,73,Mischling klein,,,,K,2011,m,beige
3986,123717,61-70,w,7,72,Neufundländer,,,,I,2012,w,schwarz
3987,123731,51-60,w,3,31,Jack Russel Terrier,,,,K,2009,w,schwarz/weiss
3988,123734,51-60,w,7,72,Golden Retriever,,Pudel,,I,2014,m,schwarz
3989,123735,61-70,w,2,21,Jack Russel Terrier,,,,K,2014,w,tricolor
3990,123754,31-40,m,10,102,Boxer,,,,I,2012,m,gestromt
3991,123783,51-60,m,9,91,Mischling klein,,,,K,2014,m,weiss/braun
3992,123784,31-40,w,10,102,Mops,,,,K,2010,m,beige/schwarz
3993,123792,41-50,m,1,13,Labrador Retriever,Mischling,,,I,2014,w,weiss/gelb
3994,123808,51-60,m,4,42,Deutsche Dogge,,,,I,2014,w,schwarz
3995,123814,71-80,w,9,92,Mischling klein,,,,K,2014,w,braun
3996,123816,31-40,w,9,91,Terrier,Mischling,,,K,2014,w,beige
3997,123832,21-30,w,11,115,Chihuahua,,,,K,2013,m,weiss/braun
3998,123871,51-60,w,7,74,Dachshund,,,,K,2006,w,schwarz
3999,123871,51-60,w,7,74,Dachshund,,,,K,2007,m,schwarz
4000,123871,51-60,w,7,74,Mischling gross,,,,I,2018,w,schwarz/braun
4001,123921,21-30,w,3,34,Chihuahua,,,,K,2014,w,tricolor
4002,123922,61-70,w,4,42,Malteser,,,,K,2014,w,weiss
4003,123926,41-50,w,9,92,Zwergpinscher,,,,K,2009,m,schwarz/braun
4004,123936,51-60,w,3,34,Chihuahua,,,,K,2014,w,weiss/braun
4005,123943,31-40,m,1,11,Yorkshire Terrier,,,,K,2012,m,schwarz/braun
4006,123944,61-70,m,6,61,Golden Retriever,,Pudel,,I,2014,w,beige
4007,123946,41-50,w,11,119,Zwergspitz,,,,K,2014,w,braun
4008,123960,31-40,m,9,92,Shiba Inu,,,,K,2014,m,rot
4009,123968,51-60,m,2,21,Chihuahua,,,,K,2014,w,blue
4010,123971,21-30,m,12,123,Parson Jack Russell Terrier,,Labrador Retriever,,I,2016,w,weiss/schwarz
4011,123981,31-40,w,9,92,Akita,,,,I,2014,m,rot/weiss
4012,123983,31-40,w,4,41,Französische Bulldogge,,,,K,2014,w,schwarz gestromt
4013,123984,41-50,w,3,34,Mischling klein,,,,K,2019,w,tricolor
4014,123984,41-50,w,3,34,Groenendael,,,,I,2013,m,schwarz
4015,124036,41-50,w,3,31,Mittelpudel,,,,K,2014,w,schwarz
4016,124080,31-40,w,11,111,Golden Retriever,,,,I,2014,m,beige
4017,124137,41-50,m,3,34,Mischling klein,,,,K,2014,m,schwarz
4018,124139,31-40,w,3,31,Samojede,,,,I,2014,m,weiss
4019,124170,51-60,w,12,123,Yorkshire Terrier,,,,K,2009,m,schwarz/braun
4020,124226,51-60,w,4,42,Chow Chow,,,,I,2017,w,weiss
4021,124241,41-50,m,12,123,Chihuahua,,,,K,2011,w,weiss
4022,124242,31-40,w,2,24,Beagle,Mischling,,,K,2017,w,beige
4023,124242,31-40,w,2,24,Dachshund,,,,K,2012,w,braun
4024,124243,31-40,m,12,123,Französische Bulldogge,,,,K,2012,m,dunkel gestromt
4025,124243,31-40,m,12,123,Pomeranian,,,,K,2018,w,orange
4026,124259,41-50,m,12,121,Mops,,,,K,2014,m,beige
4027,124266,41-50,w,2,24,Canaan Dog,Mischling,,,I,2011,w,weiss/braun
4028,124268,51-60,w,1,11,Zwergspitz,,,,K,2014,m,beige
4029,124324,21-30,w,12,123,Englische Bulldogge,,,,I,2018,m,braun/weiss
4030,124332,21-30,w,11,111,Französische Bulldogge,,,,K,2014,m,braun
4031,124336,31-40,w,11,111,Cocker Spaniel,,,,K,2010,w,rot
4032,124346,31-40,w,11,115,Labrador Retriever,,,,I,2014,w,schwarz
4033,124359,31-40,w,2,24,Podenco,,,,I,2007,w,hellbraun
4034,124359,31-40,w,2,24,Chihuahua,,,,K,2009,m,weiss/beige
4035,124374,31-40,w,11,111,Chihuahua,,,,K,2014,m,red merle
4036,124376,41-50,w,11,119,Mops,,,,K,2014,m,schwarz
4037,124397,31-40,w,9,92,Appenzeller Sennenhund,,Jack Russel Terrier,,I,2013,w,rot/weiss
4038,124402,71-80,w,6,61,Mischling klein,,,,K,2012,w,beige/schwarz
4039,124403,51-60,w,7,72,Mischling gross,,,,I,2011,w,beige/rot
4040,124417,51-60,w,3,33,Flat Coated Retriever,,,,I,2016,w,schwarz
4041,124417,51-60,w,3,33,Mischling gross,,,,I,2018,m,hellbraun
4042,124417,51-60,w,3,33,Golden Retriever,,,,I,2014,m,golden
4043,124428,31-40,w,4,44,Beagle,,Mops,,K,2013,m,beige
4044,124430,31-40,m,7,74,Zwergdackel,,,,K,2010,m,schwarz
4045,124434,61-70,w,12,123,Deutscher Schäfer,,,,I,2014,w,schwarz/gelb
4046,124446,31-40,w,10,101,Podenco,,,,I,2009,w,tricolor
4047,124467,61-70,w,3,34,Chihuahua,,,,K,2013,w,braun/beige
4048,124472,31-40,w,11,115,Chihuahua,,,,K,2013,m,schwarz/weiss
4049,124476,31-40,m,10,101,Labrador Retriever,,,,I,2014,m,grau
4050,124479,41-50,w,10,102,Grosspudel,,,,I,2013,w,silber
4051,124481,31-40,m,10,101,Labrador Retriever,,,,I,2010,m,schwarz
4052,124493,21-30,m,6,61,Rottweiler,,,,I,2011,w,schwarz/braun
4053,124497,31-40,w,5,51,Chihuahua,,,,K,2011,m,braun
4054,124507,51-60,m,3,33,Zwergpinscher,,Rehpinscher,,K,2011,m,braun
4055,124509,31-40,w,12,123,Deutscher Kleinspitz,,,,K,2011,m,beige
4056,124510,41-50,w,8,82,Mops,,,,K,2007,w,beige
4057,124511,51-60,w,7,71,Pudel,,,,K,2011,w,tricolor
4058,124520,31-40,w,9,92,Chihuahua,,,,K,2007,w,schwarz/braun
4059,124531,51-60,w,11,119,Dalmatiner,,,,I,2014,w,weiss/braun
4060,124535,21-30,w,11,119,Collie,,,,I,2012,w,gold/sable
4061,124537,31-40,w,12,122,Yorkshire Terrier,,,,K,2014,m,black/tan
4062,124543,41-50,w,9,91,Schäfer,,,,I,2010,w,weiss
4063,124543,41-50,w,9,91,Schäfer,,,,I,2016,m,weiss
4064,124545,71-80,w,11,119,Dachshund,Mischling,,,K,2007,m,rotbraun/weiss
4065,124549,71-80,m,5,52,English Setter,,,,I,2008,w,schwarz/weiss
4066,124562,31-40,w,11,115,Labrador Retriever,,,,I,2014,w,schwarz
4067,124569,31-40,w,3,34,Französische Bulldogge,,,,K,2011,w,braun
4068,124585,51-60,w,11,111,Deutscher Schäfer,,,,I,2013,m,braun/schwarz
4069,124587,51-60,w,2,21,Mischling klein,,,,K,2012,m,braun
4070,124591,31-40,w,9,92,Russischer Toy,,,,K,2011,w,rot
4071,124593,41-50,w,2,23,Pudel,,Chihuahua,,K,2011,m,silber
4072,124594,41-50,m,4,42,Bolonka Zwetna,Mischling,,,K,2013,m,grau/schwarz
4073,124595,81-90,w,11,111,Mischling klein,,,,K,2013,w,beige
4074,124628,41-50,w,8,81,Pointer,Mischling,,,I,2011,w,braun
4075,124633,51-60,w,2,21,Französische Bulldogge,,,,K,2010,w,weiss/schwarz
4076,124637,71-80,w,3,31,Chihuahua,,,,K,2011,m,weiss/beige
4077,124645,51-60,w,3,33,Mischling klein,,,,K,2014,w,braun
4078,124648,41-50,w,5,51,Pudel,Mischling,,,K,2011,m,apricot
4079,124649,71-80,w,10,101,Dachshund,,,,K,2007,w,saufarben
4080,124652,41-50,w,8,82,Schnauzer,Mischling,,,I,2012,w,schwarz
4081,124665,31-40,m,10,101,Mischling klein,,,,K,2014,m,braun/weiss
4082,124671,61-70,w,3,33,Malteser,,,,K,2010,w,weiss/schwarz
4083,124671,61-70,w,3,33,Malteser,,,,K,2015,w,weiss
4084,124672,41-50,w,9,91,Malteser,,,,K,2014,m,weiss
4085,124673,41-50,m,10,101,Dachshund,,,,K,2011,w,braun
4086,124674,31-40,w,11,111,Podenco,Mischling,,,I,2005,m,braun/weiss
4087,124675,31-40,w,2,24,Cocker Spaniel,,,,K,2005,w,schwarz
4088,124693,61-70,m,3,33,Berner Sennenhund,,,,I,2014,m,tricolor
4089,124694,41-50,w,11,115,Jack Russel Terrier,,,,K,2010,w,weiss
4090,124707,31-40,w,11,119,Mischling klein,,,,K,2010,w,beige
4091,124729,71-80,m,3,31,Border Collie,Mischling,,,I,2010,m,schwarz/weiss
4092,124733,31-40,m,10,101,Mops,,,,K,2009,m,beige
4093,124735,71-80,w,7,71,Norwich Terrier,,,,K,2006,m,beige/rot
4094,124749,31-40,w,9,92,Yorkshire Terrier,,Malteser,,K,2010,m,weiss
4095,124757,31-40,w,10,101,Mops,,,,K,2010,w,beige
4096,124764,51-60,w,8,82,Labrador,,Pudel,,I,2014,w,apricot
4097,124766,31-40,m,4,44,Mops,,,,K,2010,m,beige
4098,124770,31-40,m,9,91,Yorkshire Terrier,,,,K,2010,m,schwarz/braun
4099,124783,51-60,m,3,34,Chihuahua,,,,K,2009,m,beige
4100,124786,51-60,m,10,101,Mischling klein,,,,K,2010,m,schwarz/braun
4101,124789,61-70,m,9,92,Shih Tzu,,Chihuahua,,K,2010,w,weiss/rot
4102,124790,51-60,w,10,101,Mischling gross,,,,I,2014,w,braun/schwarz
4103,124791,51-60,m,1,11,Galgo Espanol,,,,I,2008,w,beige
4104,124798,41-50,m,9,92,Mischling klein,,,,K,2014,w,schwarz/braun
4105,124800,61-70,w,7,74,Mischling klein,,,,K,2014,m,schwarz
4106,124809,51-60,m,3,33,Chihuahua,,,,K,2010,w,braun
4107,124835,51-60,w,6,63,West Highland White Terrier,,Malteser,,K,2009,w,creme
4108,124856,31-40,w,12,122,Australian Shepherd,,,,I,2014,m,tricolor
4109,124906,41-50,w,7,71,Golden Retriever,,Labrador Retriever,,I,2018,w,blondfarben
4110,124911,31-40,w,9,91,Französische Bulldogge,,,,K,2013,w,rot
4111,124928,41-50,m,9,92,Chihuahua,,,,K,2010,m,weiss
4112,124931,51-60,w,12,122,Dachshund,,,,K,2017,w,schwarz/braun
4113,124932,61-70,m,11,115,Pekingese,Mischling,,,K,2010,m,braun
4114,124933,51-60,m,12,121,Chihuahua,,,,K,2010,w,weiss/braun
4115,124934,21-30,w,12,122,Französische Bulldogge,,,,K,2011,m,schwarz/weiss
4116,124936,31-40,w,12,123,Chihuahua,,,,K,2014,m,schwarz/braun
4117,124939,31-40,w,4,44,Mischling klein,,,,K,2010,m,schwarz
4118,125021,31-40,w,5,52,Bolonka Zwetna,,,,K,2010,m,grau/schwarz
4119,125025,21-30,w,10,101,Chihuahua,,,,K,2010,m,braun
4120,125031,31-40,w,9,91,Chihuahua,,,,K,2014,w,weiss/schwarz
4121,125049,21-30,w,11,119,Chihuahua,Mischling,,,K,2010,w,weiss/schwarz
4122,125064,31-40,w,9,91,Labrador Retriever,,,,I,2010,w,schwarz
4123,125074,31-40,w,2,21,Jack Russel Terrier,Mischling,,,K,2012,w,weiss/braun
4124,125106,21-30,w,11,111,Yorkshire Terrier,,,,K,2009,w,schwarz/braun
4125,125109,51-60,w,9,92,Mischling klein,,,,K,2016,w,weiss
4126,125109,51-60,w,9,92,Zwergspitz,,,,K,2014,m,hellbraun
4127,125110,21-30,w,11,115,Chihuahua,,,,K,2014,w,black/tan
4128,125114,31-40,w,10,101,Pinscher,,,,K,2013,m,hellbraun
4129,125121,41-50,m,7,73,Pomeranian,,Zwergspitz,,K,2014,m,black/tan
4130,125130,41-50,w,3,31,Zwergspitz,,,,K,2014,m,hellbraun
4131,125130,41-50,w,3,31,Zwergspitz,,,,K,2015,m,braun/rot
4132,125168,41-50,w,6,61,Kooikerhondje,,,,K,2014,m,weiss/orange
4133,125170,71-80,w,11,119,Mischling gross,,,,I,2008,m,schwarz
4134,125172,81-90,w,11,111,Zwergpudel,,,,K,2006,m,schwarz
4135,125182,41-50,w,11,119,Chihuahua,,,,K,2011,w,beige
4136,125210,51-60,w,11,111,Golden Retriever,,,,I,2016,m,weiss/braun
4137,125227,31-40,w,3,34,Mischling klein,,,,K,2014,w,tricolor
4138,125258,51-60,w,6,63,Australian Cattle Dog,,,,I,2010,m,grau/schwarz
