,Holder_ID,Age,Holder_Sex,District,City_Code,Race1,Race1_Hybrid,Race2,Race2_Hybrid,Race,Dog_Birth_Year,Dog_sex,Dog_Color,Dog_Age,Owner_Age_Group
4017,124137,41-50,m,3,34,Mischling klein,,,,K,2014,m,schwarz,9,4
4018,124139,31-40,w,3,31,Samojede,,,,I,2014,m,weiss,9,3
4019,124170,51-60,w,12,123,Yorkshire Terrier,,,,K,2009,m,schwarz/braun,14,5
4020,124226,51-60,w,4,42,Chow Chow,,,,I,2017,w,weiss,6,5
4021,124241,41-50,m,12,123,Chihuahua,,,,K,2011,w,weiss,12,4
4022,124242,31-40,w,2,24,Beagle,Mischling,,,K,2017,w,beige,6,3
4023,124242,31-40,w,2,24,Dachshund,,,,K,2012,w,braun,11,3
4024,124243,31-40,m,12,123,Französische Bulldogge,,,,K,2012,m,dunkel gestromt,11,3
4025,124243,31-40,m,12,123,Pomeranian,,,,K,2018,w,orange,5,3
4026,124259,41-50,m,12,121,Mops,,,,K,2014,m,beige,9,4
4027,124266,41-50,w,2,24,Canaan Dog,Mischling,,,I,2011,w,weiss/braun,12,4
4028,124268,51-60,w,1,11,Zwergspitz,,,,K,2014,m,beige,9,5
4029,124324,21-30,w,12,123,Englische Bulldogge,,,,I,2018,m,braun/weiss,5,2
4030,124332,21-30,w,11,111,Französische Bulldogge,,,,K,2014,m,braun,9,2
4031,124336,31-40,w,11,111,Cocker Spaniel,,,,K,2010,w,rot,13,3
4032,124346,31-40,w,11,115,Labrador Retriever,,,,I,2014,w,schwarz,9,3
4033,124359,31-40,w,2,24,Podenco,,,,I,2007,w,hellbraun,16,3
4034,124359,31-40,w,2,24,Chihuahua,,,,K,2009,m,weiss/beige,14,3
4035,124374,31-40,w,11,111,Chihuahua,,,,K,2014,m,red merle,9,3
4036,124376,41-50,w,11,119,Mops,,,,K,2014,m,schwarz,9,4
4037,124397,31-40,w,9,92,Appenzeller Sennenhund,,Jack Russel Terrier,,I,2013,w,rot/weiss,10,3
4038,124402,71-80,w,6,61,Mischling klein,,,,K,2012,w,beige/schwarz,11,7
4039,124403,51-60,w,7,72,Mischling gross,,,,I,2011,w,beige/rot,12,5
4040,124417,51-60,w,3,33,Flat Coated Retriever,,,,I,2016,w,schwarz,7,5
4041,124417,51-60,w,3,33,Mischling gross,,,,I,2018,m,hellbraun,5,5
4042,124417,51-60,w,3,33,Golden Retriever,,,,I,2014,m,golden,9,5
4043,124428,31-40,w,4,44,Beagle,,Mops,,K,2013,m,beige,10,3
4044,124430,31-40,m,7,74,Zwergdackel,,,,K,2010,m,schwarz,13,3
4045,124434,61-70,w,12,123,Deutscher Schäfer,,,,I,2014,w,schwarz/gelb,9,6
4046,124446,31-40,w,10,101,Podenco,,,,I,2009,w,tricolor,14,3
4047,124467,61-70,w,3,34,Chihuahua,,,,K,2013,w,braun/beige,10,6
4048,124472,31-40,w,11,115,Chihuahua,,,,K,2013,m,schwarz/weiss,10,3
4049,124476,31-40,m,10,101,Labrador Retriever,,,,I,2014,m,grau,9,3
4050,124479,41-50,w,10,102,Grosspudel,,,,I,2013,w,silber,10,4
4051,124481,31-40,m,10,101,Labrador Retriever,,,,I,2010,m,schwarz,13,3
4052,124493,21-30,m,6,61,Rottweiler,,,,I,2011,w,schwarz/braun,12,2
4053,124497,31-40,w,5,51,Chihuahua,,,,K,2011,m,braun,12,3
4054,124507,51-60,m,3,33,Zwergpinscher,,Rehpinscher,,K,2011,m,braun,12,5
4055,124509,31-40,w,12,123,Deutscher Kleinspitz,,,,K,2011,m,beige,12,3
4056,124510,41-50,w,8,82,Mops,,,,K,2007,w,beige,16,4
4057,124511,51-60,w,7,71,Pudel,,,,K,2011,w,tricolor,12,5
4058,124520,31-40,w,9,92,Chihuahua,,,,K,2007,w,schwarz/braun,16,3
4059,124531,51-60,w,11,119,Dalmatiner,,,,I,2014,w,weiss/braun,9,5
4060,124535,21-30,w,11,119,Collie,,,,I,2012,w,gold/sable,11,2
4061,124537,31-40,w,12,122,Yorkshire Terrier,,,,K,2014,m,black/tan,9,3
4062,124543,41-50,w,9,91,Schäfer,,,,I,2010,w,weiss,13,4
4063,124543,41-50,w,9,91,Schäfer,,,,I,2016,m,weiss,7,4
4064,124545,71-80,w,11,119,Dachshund,Mischling,,,K,2007,m,rotbraun/weiss,16,7
4065,124549,71-80,m,5,52,English Setter,,,,I,2008,w,schwarz/weiss,15,7
4066,124562,31-40,w,11,115,Labrador Retriever,,,,I,2014,w,schwarz,9,3
4067,124569,31-40,w,3,34,Französische Bulldogge,,,,K,2011,w,braun,12,3
4068,124585,51-60,w,11,111,Deutscher Schäfer,,,,I,2013,m,braun/schwarz,10,5
4069,124587,51-60,w,2,21,Mischling klein,,,,K,2012,m,braun,11,5
4070,124591,31-40,w,9,92,Russischer Toy,,,,K,2011,w,rot,12,3
4071,124593,41-50,w,2,23,Pudel,,Chihuahua,,K,2011,m,silber,12,4
4072,124594,41-50,m,4,42,Bolonka Zwetna,Mischling,,,K,2013,m,grau/schwarz,10,4
4073,124595,81-90,w,11,111,Mischling klein,,,,K,2013,w,beige,10,8
4074,124628,41-50,w,8,81,Pointer,Mischling,,,I,2011,w,braun,12,4
4075,124633,51-60,w,2,21,Französische Bulldogge,,,,K,2010,w,weiss/schwarz,13,5
4076,124637,71-80,w,3,31,Chihuahua,,,,K,2011,m,weiss/beige,12,7
4077,124645,51-60,w,3,33,Mischling klein,,,,K,2014,w,braun,9,5
4078,124648,41-50,w,5,51,Pudel,Mischling,,,K,2011,m,apricot,12,4
4079,124649,71-80,w,10,101,Dachshund,,,,K,2007,w,saufarben,16,7
4080,124652,41-50,w,8,82,Schnauzer,Mischling,,,I,2012,w,schwarz,11,4
4081,124665,31-40,m,10,101,Mischling klein,,,,K,2014,m,braun/weiss,9,3
4082,124671,61-70,w,3,33,Malteser,,,,K,2010,w,weiss/schwarz,13,6
4083,124671,61-70,w,3,33,Malteser,,,,K,2015,w,weiss,8,6
4084,124672,41-50,w,9,91,Malteser,,,,K,2014,m,weiss,9,4
4085,124673,41-50,m,10,101,Dachshund,,,,K,2011,w,braun,12,4
4086,124674,31-40,w,11,111,Podenco,Mischling,,,I,2005,m,braun/weiss,18,3
4087,124675,31-40,w,2,24,Cocker Spaniel,,,,K,2005,w,schwarz,18,3
4088,124693,61-70,m,3,33,Berner Sennenhund,,,,I,2014,m,tricolor,9,6
4089,124694,41-50,w,11,115,Jack Russel Terrier,,,,K,2010,w,weiss,13,4
4090,124707,31-40,w,11,119,Mischling klein,,,,K,2010,w,beige,13,3
4091,124729,71-80,m,3,31,Border Collie,Mischling,,,I,2010,m,schwarz/weiss,13,7
4092,124733,31-40,m,10,101,Mops,,,,K,2009,m,beige,14,3
4093,124735,71-80,w,7,71,Norwich Terrier,,,,K,2006,m,beige/rot,17,7
4094,124749,31-40,w,9,92,Yorkshire Terrier,,Malteser,,K,2010,m,weiss,13,3
4095,124757,31-40,w,10,101,Mops,,,,K,2010,w,beige,13,3
4096,124764,51-60,w,8,82,Labrador,,Pudel,,I,2014,w,apricot,9,5
4097,124766,31-40,m,4,44,Mops,,,,K,2010,m,beige,13,3
4098,124770,31-40,m,9,91,Yorkshire Terrier,,,,K,2010,m,schwarz/braun,13,3
4099,124783,51-60,m,3,34,Chihuahua,,,,K,2009,m,beige,14,5
4100,124786,51-60,m,10,101,Mischling klein,,,,K,2010,m,schwarz/braun,13,5
4101,124789,61-70,m,9,92,Shih Tzu,,Chihuahua,,K,2010,w,weiss/rot,13,6
4102,124790,51-60,w,10,101,Mischling gross,,,,I,2014,w,braun/schwarz,9,5
4103,124791,51-60,m,1,11,Galgo Espanol,,,,I,2008,w,beige,15,5
4104,124798,41-50,m,9,92,Mischling klein,,,,K,2014,w,schwarz/braun,9,4
4105,124800,61-70,w,7,74,Mischling klein,,,,K,2014,m,schwarz,9,6
4106,124809,51-60,m,3,33,Chihuahua,,,,K,2010,w,braun,13,5
4107,124835,51-60,w,6,63,West Highland White Terrier,,Malteser,,K,2009,w,creme,14,5
4108,124856,31-40,w,12,122,Australian Shepherd,,,,I,2014,m,tricolor,9,3
4109,124906,41-50,w,7,71,Golden Retriever,,Labrador Retriever,,I,2018,w,blondfarben,5,4
4110,124911,31-40,w,9,91,Französische Bulldogge,,,,K,2013,w,rot,10,3
4111,124928,41-50,m,9,92,Chihuahua,,,,K,2010,m,weiss,13,4
4112,124931,51-60,w,12,122,Dachshund,,,,K,2017,w,schwarz/braun,6,5
4113,124932,61-70,m,11,115,Pekingese,Mischling,,,K,2010,m,braun,13,6
4114,124933,51-60,m,12,121,Chihuahua,,,,K,2010,w,weiss/braun,13,5
4115,124934,21-30,w,12,122,Französische Bulldogge,,,,K,2011,m,schwarz/weiss,12,2
4116,124936,31-40,w,12,123,Chihuahua,,,,K,2014,m,schwarz/braun,9,3
4117,124939,31-40,w,4,44,Mischling klein,,,,K,2010,m,schwarz,13,3
4118,125021,31-40,w,5,52,Bolonka Zwetna,,,,K,2010,m,grau/schwarz,13,3
4119,125025,21-30,w,10,101,Chihuahua,,,,K,2010,m,braun,13,2
4120,125031,31-40,w,9,91,Chihuahua,,,,K,2014,w,weiss/schwarz,9,3
4121,125049,21-30,w,11,119,Chihuahua,Mischling,,,K,2010,w,weiss/schwarz,13,2
4122,125064,31-40,w,9,91,Labrador Retriever,,,,I,2010,w,schwarz,13,3
4123,125074,31-40,w,2,21,Jack Russel Terrier,Mischling,,,K,2012,w,weiss/braun,11,3
4124,125106,21-30,w,11,111,Yorkshire Terrier,,,,K,2009,w,schwarz/braun,14,2
4125,125109,51-60,w,9,92,Mischling klein,,,,K,2016,w,weiss,7,5
4126,125109,51-60,w,9,92,Zwergspitz,,,,K,2014,m,hellbraun,9,5
4127,125110,21-30,w,11,115,Chihuahua,,,,K,2014,w,black/tan,9,2
4128,125114,31-40,w,10,101,Pinscher,,,,K,2013,m,hellbraun,10,3
4129,125121,41-50,m,7,73,Pomeranian,,Zwergspitz,,K,2014,m,black/tan,9,4
4130,125130,41-50,w,3,31,Zwergspitz,,,,K,2014,m,hellbraun,9,4
4131,125130,41-50,w,3,31,Zwergspitz,,,,K,2015,m,braun/rot,8,4
4132,125168,41-50,w,6,61,Kooikerhondje,,,,K,2014,m,weiss/orange,9,4
4133,125170,71-80,w,11,119,Mischling gross,,,,I,2008,m,schwarz,15,7
4134,125172,81-90,w,11,111,Zwergpudel,,,,K,2006,m,schwarz,17,8
4135,125182,41-50,w,11,119,Chihuahua,,,,K,2011,w,beige,12,4
4136,125210,51-60,w,11,111,Golden Retriever,,,,I,2016,m,weiss/braun,7,5
4137,125227,31-40,w,3,34,Mischling klein,,,,K,2014,w,tricolor,9,3
4138,125258,51-60,w,6,63,Australian Cattle Dog,,,,I,2010,m,grau/schwarz,13,5
4139,125261,41-50,w,11,111,Malteser,,,,K,2014,w,weiss,9,4
4140,125277,61-70,w,7,72,Malteser,,Havaneser,,K,2014,m,schwarz/weiss,9,6
4141,125279,21-30,w,1,11,Bichon,,Yorkshire Terrier,,K,2007,m,tricolor,16,2
4142,125294,31-40,w,12,123,Labrador Retriever,,,,I,2014,w,schwarz,9,3
4143,125305,21-30,w,3,33,Shiba Inu,,,,K,2011,m,hellbraun,12,2
4144,125309,21-30,w,8,81,Yorkshire Terrier,,,,K,2014,m,steelblue,9,2
4145,125311,31-40,w,12,122,Bolonka Zwetna,,,,K,2014,m,schwarz/braun,9,3
4146,125328,41-50,m,3,31,Jack Russel Terrier,,,,K,2014,w,tricolor,9,4
4147,125328,41-50,m,3,31,Jack Russel Terrier,,,,K,2010,m,weiss,13,4
4148,125330,51-60,w,10,101,Malteser,,,,K,2014,w,weiss,9,5
4149,125332,41-50,m,5,51,Chihuahua,,,,K,2014,w,weiss/beige,9,4
4150,125334,41-50,m,9,92,Golden Retriever,,,,I,2014,w,blondfarben,9,4
4151,125338,31-40,w,12,122,Chihuahua,,,,K,2014,m,beige/weiss,9,3
4152,125339,21-30,w,11,111,Chihuahua,,,,K,2014,m,weiss/beige,9,2
4153,125348,41-50,m,4,42,Malteser,,,,K,2014,w,weiss,9,4
4154,125350,41-50,m,8,83,Pekingese,,,,K,2014,m,weiss,9,4
4155,125358,31-40,w,9,92,Deutscher Schäfer,Mischling,,,I,2014,w,braun,9,3
4156,125364,41-50,w,11,111,Berger des Pyrenées,,Malinois,,I,2010,m,dunkelbraun,13,4
4157,125370,41-50,w,11,119,Malteser,,,,K,2006,w,weiss,17,4
4158,125379,51-60,w,9,91,Zwergpudel,,,,K,2013,w,schwarz,10,5
4159,125379,51-60,w,9,91,Zwergpudel,,,,K,2002,m,schwarz/weiss,21,5
4160,125399,41-50,m,12,123,Rottweiler,,,,I,2014,m,schwarz,9,4
4161,125400,41-50,w,5,51,Epagneul Breton (Bretonischer Vorstehhund),,Setter,,I,2008,w,weiss/rot,15,4
4162,125408,21-30,w,11,111,Chihuahua,,,,K,2013,m,braun,10,2
4163,125409,21-30,m,4,42,Mops,,,,K,2013,m,schwarz,10,2
4164,125467,21-30,m,11,111,Labrador Retriever,Mischling,,,I,2016,w,schwarz,7,2
4165,125469,41-50,w,12,122,Mischling klein,,,,K,2014,m,tricolor,9,4
4166,125470,21-30,w,10,101,Zwergspitz,,,,K,2014,m,orange,9,2
4167,125471,71-80,w,6,61,Welsh Terrier,,,,K,2008,m,black/tan,15,7
4168,125472,51-60,w,11,119,Mischling klein,,,,K,2012,m,hellbraun,11,5
4169,125502,51-60,w,7,74,Labrador Retriever,,,,I,2019,m,gelb,4,5
4170,125532,51-60,m,3,34,Beagle,,,,K,2011,m,tricolor,12,5
4171,125539,71-80,w,10,101,West Highland White Terrier,,,,K,2017,w,weiss,6,7
4172,125568,51-60,w,7,72,Havaneser,,,,K,2014,w,schwarz,9,5
4173,125575,31-40,w,11,115,Boxer,,,,I,2009,w,fawn,14,3
4174,125587,41-50,w,11,119,Mischling klein,,,,K,2007,w,schwarz/weiss,16,4
4175,125587,41-50,w,11,119,Mischling klein,,,,K,2006,w,weiss,17,4
4176,125589,51-60,w,11,119,Zwergpinscher,,Rehpinscher,,K,2010,w,braun,13,5
4177,125605,31-40,w,11,111,Chihuahua,,,,K,2009,w,braun/weiss,14,3
4178,125610,21-30,w,9,91,Deutscher Kleinspitz,,,,K,2014,m,schwarz/grau,9,2
4179,125611,21-30,w,7,74,Zwergschnauzer,,,,K,2011,m,schwarz,12,2
4180,125618,41-50,w,3,34,Malteser,,,,K,2014,m,weiss,9,4
4181,125622,21-30,m,11,111,Mischling klein,,,,K,2014,w,weiss,9,2
4182,125626,31-40,m,6,63,Berner Sennenhund,,Appenzeller Sennenhund,,I,2013,m,tricolor,10,3
4183,125628,41-50,w,7,74,Labrador Retriever,,,,I,2019,m,schwarz,4,4
4184,125633,61-70,w,7,71,Zwergdackel,,,,K,2004,m,saufarben,19,6
4185,125641,21-30,w,11,119,Mops,,,,K,2009,m,beige,14,2
4186,125643,31-40,w,6,61,Yorkshire Terrier,,,,K,2018,w,blue/tan,5,3
4187,125644,51-60,w,7,73,Jack Russel Terrier,,,,K,2017,m,tricolor,6,5
4188,125649,61-70,m,9,92,Schäfer,,Labrador Retriever,,I,2005,m,beige gestromt,18,6
4189,125651,71-80,w,7,72,Podenco,,,,I,2009,w,braun,14,7
4190,125656,51-60,w,11,115,Welsh Terrier,,,,K,2015,w,black/tan,8,5
4191,125668,41-50,w,9,92,Mischling klein,,,,K,2008,m,hellbraun/weiss,15,4
4192,125670,41-50,m,3,31,Boston Terrier,,,,K,2011,m,braun/weiss,12,4
4193,125672,21-30,w,4,44,Malteser,,,,K,2014,w,weiss,9,2
4194,125676,51-60,w,2,21,Rhodesian Ridgeback,,,,I,2015,w,hellbraun,8,5
4195,125677,51-60,w,7,73,Mischling klein,,,,K,2007,m,grau/braun,16,5
4196,125689,61-70,w,7,74,Mittelpudel,,,,K,2014,m,schwarz,9,6
4197,125693,31-40,w,3,31,Mischling klein,,,,K,2013,w,schwarz,10,3
4198,125728,31-40,w,3,34,Chihuahua,,,,K,2005,m,braun,18,3
4199,125728,31-40,w,3,34,Chihuahua,,,,K,2010,m,braun/weiss,13,3
4200,125729,41-50,m,12,123,Zwergschnauzer,,,,K,2014,m,schwarz/silber,9,4
4201,125738,51-60,w,10,102,Chihuahua,,,,K,2017,m,braun,6,5
4202,125740,31-40,w,12,123,Mischling klein,,,,K,2010,w,tricolor,13,3
4203,125749,41-50,w,2,24,Barbet,,,,I,2014,m,schwarz/weiss,9,4
4204,125752,61-70,m,11,119,Malteser,,,,K,2014,m,weiss,9,6
4205,125775,51-60,m,2,24,Yorkshire Terrier,,,,K,2017,w,schwarz/braun,6,5
4206,125775,51-60,m,2,24,Yorkshire Terrier,,,,K,2009,m,black/tan,14,5
4207,125776,61-70,w,2,24,Yorkshire Terrier,,,,K,2014,w,black/tan,9,6
4208,125776,61-70,w,2,24,Yorkshire Terrier,,,,K,2015,m,schwarz/braun,8,6
4209,125782,51-60,w,8,83,Border Terrier,,,,K,2008,w,braun,15,5
4210,125783,21-30,m,12,121,Rottweiler,Mischling,,,I,2014,m,schwarz/braun,9,2
4211,125784,51-60,m,5,51,Lagotto Romagnolo,,,,I,2014,w,braun/grau,9,5
4212,125785,51-60,w,7,74,Cavalier King Charles Spaniel,,,,K,2014,m,black/tan,9,5
4213,125794,61-70,w,2,24,Labrador Retriever,,,,I,2014,m,schwarz,9,6
4214,125798,51-60,w,8,82,Havaneser,,,,K,2011,m,weiss/schwarz,12,5
4215,125808,61-70,m,7,72,Englische Bulldogge,,,,I,2014,w,braun/weiss,9,6
4216,125809,71-80,w,9,91,Canaan Dog,,,,I,2018,w,creme,5,7
4217,125820,31-40,m,8,81,Französische Bulldogge,,,,K,2014,m,beige,9,3
4218,125824,31-40,w,4,42,Mops,,,,K,2014,m,beige/schwarz,9,3
4219,125825,51-60,m,7,72,Weimaraner,,,,I,2009,m,grau,14,5
4220,125832,51-60,w,7,71,Bolonka Zwetna,,,,K,2009,w,schwarz,14,5
4221,125836,51-60,w,11,111,Continental Bulldog,,,,I,2018,m,rot/weiss,5,5
4222,125862,41-50,w,12,121,Chihuahua,,Shih Tzu,,K,2016,m,weiss/schwarz,7,4
4223,125862,41-50,w,12,121,Chihuahua,,,,K,2014,m,schwarz,9,4
4224,125870,21-30,m,2,21,Jack Russel Terrier,,,,K,2009,w,tricolor,14,2
4225,125877,71-80,w,7,71,English Cocker Spaniel,,,,K,2015,m,schwarz/loh,8,7
4226,125884,41-50,m,9,92,Weimaraner,,,,I,2014,m,grau/silber,9,4
4227,125889,71-80,w,7,74,Chihuahua,,,,K,2007,m,rot/braun,16,7
4228,125898,41-50,w,11,119,Bolonka Zwetna,,,,K,2014,m,weiss/beige,9,4
4229,125902,41-50,w,2,24,Golden Retriever,,,,I,2015,w,golden,8,4
4230,125912,51-60,w,1,11,Yorkshire Terrier,,Biewer Yorkshire Terrier,,K,2014,m,schwarz/braun,9,5
4231,125924,31-40,w,11,119,Chihuahua,,,,K,2009,w,beige,14,3
4232,125933,41-50,w,2,23,Magyar Viszla,,,,I,2010,w,hellbraun,13,4
4233,125937,51-60,m,6,63,Transylvanischer Laufhund,,,,I,2014,m,schwarz/braun,9,5
4234,125970,51-60,m,11,119,Zwergspitz,,Pomeranian,,K,2014,m,weiss,9,5
4235,125974,41-50,w,11,115,Schnauzer,,,,I,2006,m,pfeffer/salz,17,4
4236,125995,71-80,m,10,101,Shih Tzu,,,,K,2017,m,schwarz/grau,6,7
4237,125997,21-30,m,9,92,Englische Bulldogge,,,,I,2014,m,weiss,9,2
4238,126008,41-50,w,7,74,Flat Coated Retriever,,,,I,2010,w,schwarz,13,4
4239,126020,61-70,w,6,63,Welsh Corgi,Mischling,,,K,2012,m,weizen,11,6
4240,126027,51-60,w,6,61,Ratero,Mischling,,,K,2004,m,schwarz/weiss,19,5
4241,126037,31-40,w,11,111,Cocker Spaniel,,,,K,2018,w,blondfarben,5,3
4242,126047,31-40,w,6,63,Border Collie,,,,I,2005,w,blue/merle,18,3
4243,126048,41-50,w,7,72,Chihuahua,,,,K,2006,w,braun,17,4
4244,126054,51-60,w,3,34,Jack Russel Terrier,,,,K,2007,m,tricolor,16,5
4245,126116,61-70,w,8,83,Dachshund,,,,K,2009,m,saufarben,14,6
4246,126121,51-60,m,3,34,Berner Sennenhund,,,,I,2019,m,schwarz/braun/weiss,4,5
4247,126122,61-70,w,10,101,Yorkshire Terrier,,,,K,2015,m,braun/schwarz,8,6
4248,126125,41-50,m,4,44,Chihuahua,,,,K,2016,m,choco,7,4
4249,126131,41-50,w,8,81,Zwergdachshund,,,,K,2015,m,saufarben,8,4
4250,126190,31-40,m,11,111,Dogo Argentino,,,,I,2015,m,weiss,8,3
4251,126212,21-30,w,12,122,Malteser,,,,K,2011,m,weiss,12,2
4252,126226,31-40,w,10,101,Italienisches Windspiel,,,,K,2015,m,grau,8,3
4253,126230,41-50,w,11,119,Labrador Retriever,,,,I,2011,m,schwarz,12,4
4254,126235,31-40,w,10,101,Parson Jack Russell Terrier,,,,K,2015,w,weiss/braun/schwarz,8,3
4255,126245,21-30,m,2,23,Jack Russel Terrier,Mischling,,,K,2011,m,weiss/braun,12,2
4256,126250,21-30,m,2,23,Mischling gross,,,,I,2014,m,schwarz/weiss,9,2
4257,126251,51-60,w,4,42,Malteser,,,,K,2014,w,weiss,9,5
4258,126252,31-40,w,9,92,Chihuahua,,,,K,2010,w,rot/weiss,13,3
4259,126253,41-50,m,9,91,Dachshund,,,,K,2015,m,schwarz/rot,8,4
4260,126255,51-60,m,11,119,Yorkshire Terrier,,,,K,2015,w,black/tan,8,5
4261,126260,41-50,w,9,91,Mischling gross,,,,I,2019,w,blondfarben,4,4
4262,126271,71-80,w,10,101,Mischling klein,,,,K,2004,m,weiss/rot,19,7
4263,126303,71-80,w,4,41,Malteser,,,,K,2015,w,weiss,8,7
4264,126310,41-50,w,9,92,Mischling klein,,,,K,2010,m,schwarz/weiss,13,4
4265,126338,71-80,m,9,92,Havaneser,,,,K,2015,m,tricolor,8,7
4266,126340,51-60,w,11,115,Sibirischer Husky,,,,I,2013,w,braun/weiss,10,5
4267,126344,41-50,m,8,82,Schäfer,Mischling,,,I,2013,m,braun/schwarz,10,4
4268,126386,51-60,w,9,91,Zwergpudel,,,,K,2014,w,schwarz,9,5
4269,126390,81-90,w,2,21,Yorkshire Terrier,,,,K,2018,m,schwarz/grau,5,8
4270,126393,41-50,m,3,31,Podenco,Mischling,,,I,2008,w,braun,15,4
4271,126396,31-40,w,2,24,Mischling gross,,,,I,2006,m,rot/braun,17,3
4272,126403,31-40,m,6,63,Beagle,,,,K,2015,w,tricolor,8,3
4273,126405,21-30,w,5,52,Chihuahua,,,,K,2010,m,weiss,13,2
4274,126407,51-60,m,6,61,Mischling klein,,,,K,2014,w,weiss,9,5
4275,126431,31-40,w,9,92,Labrador Retriever,,,,I,2014,w,braun,9,3
4276,126437,41-50,w,5,52,Mischling klein,,,,K,2015,w,braun,8,4
4277,126442,41-50,m,9,92,Grosser Schweizer Sennenhund,,,,I,2016,w,tricolor,7,4
4278,126442,41-50,m,9,92,Appenzeller Sennenhund,Mischling,,,I,2015,w,tricolor,8,4
4279,126448,61-70,m,11,115,Grosspudel,,,,I,2015,m,schwarz,8,6
4280,126451,21-30,w,5,52,Mops,,,,K,2011,m,beige/schwarz,12,2
4281,126453,31-40,w,2,23,Parson Russell Terrier,,,,K,2015,w,tricolor,8,3
4282,126454,41-50,m,5,52,Parson Russell Terrier,,,,K,2014,m,weiss/rot,9,4
4283,126455,61-70,w,11,119,Yorkshire Terrier,,,,K,2015,w,choco,8,6
4284,126462,31-40,m,9,91,Französische Bulldogge,,,,K,2015,w,weiss,8,3
4285,126477,51-60,w,7,72,Grosser Schweizer Sennenhund,,,,I,2015,w,schwarz/braun/weiss,8,5
4286,126482,31-40,m,12,121,Continental Bulldog,,,,I,2017,w,weiss/braun,6,3
4287,126482,31-40,m,12,121,Labrador Retriever,,,,I,2005,w,schwarz,18,3
4288,126491,81-90,w,2,21,Malteser,,,,K,2008,m,weiss,15,8
4289,126492,41-50,w,11,119,Chihuahua,,,,K,2007,w,schwarz,16,4
4290,126534,51-60,w,8,82,Zwergpudel,,,,K,2015,w,schwarz,8,5
4291,126540,51-60,m,4,42,English Cocker Spaniel,,,,K,2009,m,braun schimmel,14,5
4292,126597,61-70,m,4,42,Jack Russel Terrier,,Wolfspitz,,K,2014,m,hellbraun/weiss,9,6
4293,126601,51-60,w,12,123,Malteser,,,,K,2015,m,weiss,8,5
4294,126607,51-60,m,11,115,Mexikanischer Nackthund,,,,K,2012,w,schwarz,11,5
4295,126673,51-60,m,12,121,Spitz,Mischling,,,K,2011,w,creme,12,5
4296,126685,31-40,w,9,92,Barbet,,,,I,2015,m,schwarz,8,3
4297,126732,51-60,w,3,31,Australien Kelpie,,,,I,2015,w,braun,8,5
4298,126735,51-60,m,8,82,Bernhardiner,,,,I,2016,m,weiss/rot,7,5
4299,126746,51-60,w,11,111,Yorkshire Terrier,,,,K,2009,m,blue/tan,14,5
4300,126747,31-40,w,2,21,Boxer,Mischling,,,I,2008,m,braun,15,3
4301,126768,51-60,w,6,61,Terrier,Mischling,,,K,2008,m,black/tan,15,5
4302,126868,41-50,m,10,101,Kooikerhondje,,,,K,2010,m,rot/weiss,13,4
4303,126873,31-40,w,2,23,Pinscher,,,,K,2009,w,braun,14,3
4304,126901,41-50,w,7,72,Flat Coated Retriever,,,,I,2018,w,schwarz,5,4
4305,126910,31-40,w,3,31,Rehpinscher,,,,K,2008,m,schwarz/braun,15,3
4306,126911,31-40,w,4,44,Boston Terrier,,,,K,2014,m,braun gestromt,9,3
4307,126932,21-30,m,9,91,Chihuahua,,Pinscher,,K,2014,m,schwarz,9,2
4308,126947,31-40,w,11,119,Chinese Crested Powderpuff,,,,K,2010,m,weiss,13,3
4309,126970,41-50,w,2,24,Pudel,,American Cocker Spaniel,,K,1971,w,schwarz,52,4
4310,126972,61-70,w,11,119,Yorkshire Terrier,,,,K,2018,m,black/tan,5,6
4311,126977,61-70,w,9,91,Biewer Yorkshire Terrier,,,,K,2017,w,tricolor,6,6
4312,127002,61-70,w,3,33,Saluki,,,,I,2015,w,creme,8,6
4313,127014,41-50,m,11,119,Pudel,,,,K,2010,m,beige,13,4
4314,127017,71-80,w,3,33,Foxterrier,,,,K,2015,w,tricolor,8,7
4315,127018,31-40,w,4,44,Chihuahua,,,,K,2010,w,weiss,13,3
4316,127026,31-40,w,12,122,Yorkshire Terrier,,,,K,2015,m,schwarz/braun,8,3
4317,127028,41-50,w,4,42,Malteser,,,,K,2018,m,weiss,5,4
4318,127031,41-50,m,10,101,Deutscher Schäfer,,,,I,2009,m,schwarz/braun,14,4
4319,127040,41-50,w,11,119,Chihuahua,,,,K,2007,w,braun,16,4
4320,127048,41-50,w,12,121,Chihuahua,,,,K,2007,w,beige/braun,16,4
4321,127064,51-60,w,12,121,Bichon frisé,,,,K,2015,w,weiss,8,5
4322,127070,41-50,w,11,119,Lagotto Romagnolo,,,,I,2017,w,weiss,6,4
4323,127077,71-80,w,6,63,Akita,,,,I,2012,w,sable,11,7
4324,127078,21-30,m,10,101,Chihuahua,,,,K,2006,w,braun,17,2
4325,127106,51-60,w,12,123,Yorkshire Terrier,,,,K,2014,m,braun/grau,9,5
4326,127121,51-60,m,11,115,Zwergspitz,,Pomeranian,,K,2015,w,weiss,8,5
4327,127126,71-80,w,12,122,Cocker Spaniel,,,,K,2009,w,zobel,14,7
4328,127129,51-60,w,6,61,Labrador Retriever,,,,I,2006,w,schwarz,17,5
4329,127153,21-30,w,9,92,Continental Bulldog,,,,I,2010,w,braun/weiss,13,2
